data,ano_mes,numero_pedido,cliente,segmento,regiao,vendedor,produto,categoria,tipo_operacao,quantidade,desconto_pct,receita_total,custo_produto,custo_entrega,custo_comissao,frete_subsidiado,margem_contribuicao
2025-05-14,2025-05,50783,BANDEIRANTE NEGOCIOS S/A,Condominio,Interior Sul,Simone Klein,Prato Descartavel 15cm - Caixa 24,Descartaveis,VENDA,1,2.04,40.47,30.83,8.79,1.2,2.64,-0.35
2025-05-14,2025-05,50785,Luminar Alimentos S/A,Restaurante,Interior Sul,Rogerio Antunes,Bobina Papel Toalha 200m - Fardo 6,Papel,VENDA,2,0.04,86.65,40.52,43.42,1.69,13.03,1.02
2025-05-15,2025-05,50790,Xavante Servicos EIRELI,Padaria,Litoral,Rogerio Antunes,Papel Higienico Rolao 300m - Fardo 12,Papel,VENDA,1,5.27,105.62,66.53,25.83,2.63,7.74,10.63
2025-05-20,2025-05,50802,Aurora Industria LTDA,Clinica,Regiao Metropolitana,Tarcisio Bueno,Marmitex Aluminio 800ml - Caixa 24,Descartaveis,VENDA,3,10.39,132.14,103.05,38.9,2.94,11.67,-12.75
2025-05-21,2025-05,50803,Luminar Alimentos S/A,Restaurante,Interior Sul,Rogerio Antunes,Papel Higienico Folha Dupla 30m,Papel,VENDA,5,2.93,157.15,90.35,50.51,3.65,15.16,12.64
2025-05-22,2025-05,50809,Pampa Alimentos ME,Padaria,Regiao Metropolitana,Rogerio Antunes,Marmitex Aluminio 800ml - Pacote 100,Descartaveis,VENDA,5,5.24,179.61,138.65,43.3,4.48,12.99,-6.82
2025-05-23,2025-05,50820,Central Negocios ME,Mercado,Interior Sul,Tarcisio Bueno,Embalagem Delivery 750ml,Descartaveis,VENDA,2,9.19,62.29,48.04,18.16,1.39,5.45,-5.3
2025-05-26,2025-05,50826,Xavante Servicos EIRELI,Padaria,Litoral,Rogerio Antunes,PAPEL HIGIENICO ROLAO 300M,Papel,VENDA,2,2.36,44.74,25.08,15.32,1.02,4.6,3.32
2025-05-26,2025-05,50828,Pampa Participacoes ME,Padaria,Interior Norte,Tarcisio Bueno,Luva Plastica Descartavel - Fardo 12,Descartaveis,VENDA,1,6.44,52.37,36.25,19.75,1.08,5.92,-4.71
2025-05-26,2025-05,50831,Pampa Alimentos ME,Padaria,Regiao Metropolitana,Rogerio Antunes,papel toalha rolo 100f - fardo 6,Papel,VENDA,3,2.14,125.61,92.43,30.38,3.77,30.38,-0.97
2025-05-26,2025-05,50831,Pampa Alimentos ME,Padaria,Regiao Metropolitana,Rogerio Antunes,Cera Liquida Incolor 5L - Fardo 6,Quimicos,VENDA,3,2.72,104.91,71.19,25.37,3.15,25.37,5.2
2025-05-27,2025-05,50843,Oriente Negocios LTDA ME,Industria,Litoral,Rogerio Antunes,Mop Umido,Acessorios,VENDA,10,4.03,392.1,241.1,34.35,11.76,34.35,104.89
2025-05-27,2025-05,50843,Oriente Negocios LTDA ME,Industria,Litoral,Rogerio Antunes,BOBINA PAPEL TOALHA 200M - PACOTE 100,Papel,VENDA,3,4.51,86.94,65.55,7.62,2.61,7.62,11.16
2025-05-29,2025-05,50858,Vitoria Empreendimentos EIRELI,Restaurante,Litoral,Tarcisio Bueno,Limpador Multiuso 5L,Quimicos,VENDA,50,7.53,2054.5,1466.5,58.98,57.53,58.98,471.49
2025-06-02,2025-06,50868,Serrano Alimentos EIRELI,Padaria,Regiao Metropolitana,Simone Klein,papel toalha rolo 100f - fardo 6,Papel,VENDA,3,3.45,123.93,92.43,15.82,4.34,15.82,11.34
2025-06-03,2025-06,50879,Serrano Alimentos EIRELI,Padaria,Regiao Metropolitana,Simone Klein,mop umido - fardo 6,Acessorios,VENDA,2,0.45,68.28,40.46,1.68,2.39,1.68,23.75
2025-06-05,2025-06,50897,Xavante Negocios ME,Hotel,Regiao Metropolitana,Simone Klein,Prato Descartavel 15cm,Descartaveis,VENDA,5,7.22,174.47,140.05,38.32,5.17,11.5,-9.07
2025-06-06,2025-06,50902,Pampa Alimentos ME,Padaria,Regiao Metropolitana,Rogerio Antunes,Copo Descartavel 50ml - Pacote 100,Descartaveis,VENDA,3,12.62,82.46,72.0,15.67,2.14,4.7,-7.35
2025-06-06,2025-06,50902,Pampa Alimentos ME,Padaria,Regiao Metropolitana,Rogerio Antunes,papel toalha rolo 100f - fardo 6,Papel,VENDA,2,0.38,98.35,61.62,18.69,2.56,5.6,15.48
2025-06-07,2025-06,50905,Querencia Participacoes EIRELI,Mercado,Regiao Metropolitana,Tarcisio Bueno,Guardanapo 24x24 - Fardo 12,Papel,VENDA,1,0.79,79.35,49.68,15.57,1.92,4.67,12.18
2025-06-07,2025-06,50905,Querencia Participacoes EIRELI,Mercado,Regiao Metropolitana,Tarcisio Bueno,Embalagem Delivery 750ml - Fardo 6,Descartaveis,VENDA,1,11.84,36.99,31.85,7.26,0.89,2.18,-3.01
2025-06-09,2025-06,50910,Serrano Servicos LTDA ME,Mercado,Interior Norte,Simone Klein,COPO DESCARTAVEL 200ML - FARDO 6,Descartaveis,VENDA,1,0.9,37.48,23.62,15.54,0.93,4.66,-2.61
2025-06-11,2025-06,50921,Horizonte Negocios LTDA ME,Mercado,Litoral,Simone Klein,Balde 20L,Acessorios,VENDA,1,0.67,38.16,22.67,3.72,1.34,3.72,10.43
2025-06-11,2025-06,50921,Horizonte Negocios LTDA ME,Mercado,Litoral,Simone Klein,Guardanapo 24x24 - Caixa 24,Papel,VENDA,10,4.55,648.3,489.0,63.22,22.69,63.22,73.39
2025-06-16,2025-06,50939,BOREAL SERVICOS LTDA ME,Escola,Regiao Metropolitana,Tarcisio Bueno,Cera Liquida Incolor 5L,Quimicos,VENDA,2,2.54,114.25,69.36,16.87,2.87,5.06,25.15
2025-06-17,2025-06,50944,TREVO ALIMENTOS S/A,Mercado,Interior Norte,Rogerio Antunes,papel higienico rolao 300m - fardo 6,Papel,VENDA,2,2.23,166.64,122.72,11.17,5.0,11.17,27.75
2025-06-18,2025-06,50951,Boreal Negocios ME,Padaria,Interior Norte,Rogerio Antunes,PRATO DESCARTAVEL 15CM - PACOTE 100,Descartaveis,VENDA,5,7.59,196.19,165.2,32.42,5.21,9.73,-6.63
2025-06-18,2025-06,50952,Pampa Alimentos ME,Padaria,Regiao Metropolitana,Rogerio Antunes,Marmitex Aluminio 800ml - Pacote 100,Descartaveis,VENDA,5,5.31,149.2,138.65,14.6,4.48,14.6,-8.53
2025-06-18,2025-06,50954,Rio Claro Servicos EIRELI,Mercado,Interior Norte,Tarcisio Bueno,Guardanapo 24x24,Papel,VENDA,1,11.11,71.58,43.87,24.88,1.52,7.46,1.31
2025-06-18,2025-06,50954,Rio Claro Servicos EIRELI,Mercado,Interior Norte,Tarcisio Bueno,Talher Descartavel Misto - Caixa 24,Descartaveis,VENDA,2,16.73,78.34,62.66,27.23,1.66,8.17,-13.21
2025-06-18,2025-06,50958,Querencia Alimentos LTDA,Mercado,Interior Norte,Simone Klein,Saco Lixo 100L - Fardo 6,Descartaveis,VENDA,2,8.53,80.81,49.38,42.11,1.8,12.64,-12.48
2025-06-18,2025-06,50959,BOREAL SERVICOS LTDA ME,Escola,Regiao Metropolitana,Tarcisio Bueno,Marmitex Aluminio 800ml - Caixa 24,Descartaveis,VENDA,2,2.43,76.16,68.7,6.58,2.13,6.58,-1.25
2025-06-20,2025-06,50975,Boreal Negocios ME,Padaria,Interior Norte,Rogerio Antunes,Luva Plastica Descartavel - Fardo 12,Descartaveis,VENDA,1,0.05,54.59,36.25,19.17,1.24,5.75,-2.07
2025-06-23,2025-06,50980,Rio Claro Negocios LTDA,Restaurante,Regiao Metropolitana,Simone Klein,Alvejante 5L - Fardo 6,Quimicos,VENDA,1,1.13,23.65,15.79,0.44,0.83,0.44,6.59
2025-06-23,2025-06,50982,Luminar Alimentos S/A,Restaurante,Interior Sul,Rogerio Antunes,Desengordurante 5L,Quimicos,VENDA,5,6.89,239.35,169.65,8.66,7.18,8.66,53.86
2025-06-24,2025-06,50985,Imperial Servicos EIRELI,Condominio,Interior Norte,Rogerio Antunes,Papel Toalha Rolo 100f - Caixa 24,Papel,VENDA,3,1.62,144.42,105.69,10.89,4.33,10.89,23.51
2025-06-28,2025-06,51003,Vitoria Distribuidora LTDA ME,Hotel,Interior Sul,Tarcisio Bueno,Papel Toalha Rolo 100f - Fardo 6,Papel,VENDA,5,4.42,431.3,324.9,67.01,12.08,67.01,27.31
2025-06-30,2025-06,51005,Querencia Participacoes EIRELI,Mercado,Regiao Metropolitana,Tarcisio Bueno,Talher Descartavel Misto - Caixa 24,Descartaveis,VENDA,2,12.98,84.38,62.66,32.04,1.73,9.62,-12.05
2025-06-30,2025-06,51006,Serrano Servicos LTDA ME,Mercado,Interior Norte,Simone Klein,Papel Toalha Interfolha 1000f,Papel,VENDA,2,1.29,75.59,41.84,26.01,2.01,7.8,5.73
2025-06-30,2025-06,51006,Serrano Servicos LTDA ME,Mercado,Interior Norte,Simone Klein,Copo Descartavel 200ml - Pacote 100,Descartaveis,VENDA,2,6.91,80.54,57.8,27.72,2.14,8.32,-7.12
2025-06-30,2025-06,51009,Nortao Alimentos S/A,Escola,Interior Norte,Simone Klein,Oculos Protecao - Caixa 24,EPI,VENDA,10,3.0,301.95,177.6,34.36,9.73,10.31,80.26
2025-07-01,2025-07,51018,Serrano Servicos LTDA ME,Mercado,Interior Norte,Simone Klein,Bobina Papel Toalha 200m - Caixa 24,Papel,VENDA,3,0.25,205.23,148.14,15.34,7.18,15.34,34.57
2025-07-01,2025-07,51018,Serrano Servicos LTDA ME,Mercado,Interior Norte,Simone Klein,Desinfetante Lavanda 5L - Pacote 100,Quimicos,VENDA,10,0.16,566.7,374.6,42.36,19.83,42.36,129.91
2025-07-03,2025-07,51028,BOREAL SERVICOS LTDA ME,Escola,Regiao Metropolitana,Tarcisio Bueno,Oculos Protecao - Fardo 6,EPI,VENDA,20,4.57,279.26,154.2,59.79,6.65,17.93,58.62
2025-07-08,2025-07,51045,Xavante Servicos EIRELI,Padaria,Litoral,Rogerio Antunes,Sabao Liquido 5L - Fardo 12,Quimicos,VENDA,5,0.42,83.33,52.05,6.89,2.36,2.06,22.04
2025-07-09,2025-07,51051,Estrela Negocios S/A,Padaria,Litoral,Tarcisio Bueno,Alcool 70 1L - Caixa 24,Quimicos,VENDA,10,4.54,393.7,272.2,21.05,11.02,21.05,89.43
2025-07-09,2025-07,51051,Estrela Negocios S/A,Padaria,Litoral,Tarcisio Bueno,Embalagem Delivery 750ml - Fardo 6,Descartaveis,VENDA,1,8.4,33.15,31.85,1.77,0.93,1.77,-1.4
2025-07-14,2025-07,51065,BOREAL SERVICOS LTDA ME,Escola,Regiao Metropolitana,Tarcisio Bueno,Removedor 1L - Fardo 6,Quimicos,VENDA,3,2.18,60.07,29.79,22.73,1.24,6.82,6.31
2025-07-14,2025-07,51067,Pampa Alimentos ME,Padaria,Regiao Metropolitana,Rogerio Antunes,Bobina Papel Toalha 200m - Fardo 6,Papel,VENDA,2,4.42,67.25,40.52,19.21,1.61,5.76,5.91
2025-07-15,2025-07,51073,BOREAL SERVICOS LTDA ME,Escola,Regiao Metropolitana,Tarcisio Bueno,Saco Lixo 100L - Fardo 6,Descartaveis,VENDA,3,9.85,87.09,74.07,15.99,2.13,4.8,-5.1
2025-07-16,2025-07,51075,Imperial Distribuidora S/A,Clinica,Interior Norte,Rogerio Antunes,Papel Higienico Folha Dupla 30m - Fardo 12,Papel,VENDA,3,2.06,241.21,151.38,50.41,6.18,15.12,33.24
2025-07-17,2025-07,51082,BOREAL SERVICOS LTDA ME,Escola,Regiao Metropolitana,Tarcisio Bueno,papel higienico folha dupla 30m - fardo 12,Papel,VENDA,2,5.37,146.69,102.08,17.9,3.76,5.37,22.95
2025-07-17,2025-07,51083,Horizonte Industria S/A,Escola,Interior Norte,Rogerio Antunes,Cera Liquida Incolor 5L - Fardo 6,Quimicos,VENDA,5,2.72,301.53,182.1,47.33,8.05,14.2,64.05
2025-07-18,2025-07,51098,Serrano Servicos LTDA ME,Mercado,Interior Norte,Simone Klein,Saco Lixo 30L - Fardo 6,Descartaveis,VENDA,1,4.08,27.79,25.49,1.41,0.97,1.41,-0.08
2025-07-19,2025-07,51102,Serrano Alimentos EIRELI,Padaria,Regiao Metropolitana,Simone Klein,SACO LIXO 60L,Descartaveis,VENDA,3,0.36,28.5,19.5,9.17,0.77,2.75,-0.94
2025-07-21,2025-07,51107,Querencia Negocios LTDA,Industria,Interior Norte,Simone Klein,Copo Descartavel 50ml - Fardo 6,Descartaveis,VENDA,20,12.83,524.0,529.0,57.79,18.34,57.79,-81.13
2025-07-23,2025-07,51124,Aurora Industria LTDA ME,Clinica,Interior Sul,Tarcisio Bueno,Alvejante 5L - Fardo 6,Quimicos,VENDA,2,0.45,51.9,31.58,6.12,1.33,1.84,12.87
2025-07-23,2025-07,51124,Aurora Industria LTDA ME,Clinica,Interior Sul,Tarcisio Bueno,Escova Sanitaria - Caixa 24,Acessorios,VENDA,1,0.22,8.88,4.82,1.05,0.23,0.32,2.78
2025-07-24,2025-07,51128,Serrano Alimentos EIRELI,Padaria,Regiao Metropolitana,Simone Klein,Alvejante 5L - Caixa 24,Quimicos,VENDA,2,3.48,110.56,75.6,7.83,3.87,7.83,23.26
2025-07-24,2025-07,51128,Serrano Alimentos EIRELI,Padaria,Regiao Metropolitana,Simone Klein,limpador multiuso 5l - pacote 100,Quimicos,VENDA,5,0.98,88.4,58.95,6.26,3.09,6.26,20.1
2025-07-25,2025-07,51131,Estrela Servicos LTDA,Escola,Litoral,Tarcisio Bueno,DESINFETANTE LAVANDA 5L - FARDO 6,Quimicos,VENDA,1,5.37,48.84,27.63,13.19,1.11,3.96,6.91
2025-07-25,2025-07,51136,Oriente Participacoes LTDA,Clinica,Regiao Metropolitana,Simone Klein,Limpador Multiuso 5L,Quimicos,VENDA,20,1.79,872.8,586.6,46.21,30.55,46.21,209.44
2025-07-25,2025-07,51139,Querencia Participacoes EIRELI,Mercado,Regiao Metropolitana,Tarcisio Bueno,Vassoura Nylon - Caixa 24,Acessorios,VENDA,5,3.6,209.15,128.0,22.16,5.86,22.16,53.13
2025-07-26,2025-07,51141,Aurora Distribuidora LTDA,Escola,Regiao Metropolitana,Rogerio Antunes,Copo Descartavel 50ml - Pacote 100,Descartaveis,VENDA,3,3.68,78.81,72.0,11.41,2.36,11.41,-6.96
2025-07-28,2025-07,51142,Missoes Participacoes LTDA ME,Restaurante,Litoral,Tarcisio Bueno,AVENTAL PVC - CAIXA 24,EPI,VENDA,1,1.49,45.33,12.66,36.01,0.56,10.8,-3.9
2025-07-28,2025-07,51144,Trevo Comercio LTDA,Restaurante,Interior Norte,Simone Klein,Limpador Multiuso 5L,Quimicos,VENDA,10,0.22,478.39,293.3,49.99,15.52,15.0,119.58
2025-07-28,2025-07,51148,Querencia Participacoes EIRELI,Mercado,Regiao Metropolitana,Tarcisio Bueno,Luva Latex - Fardo 6,EPI,VENDA,3,3.34,70.43,35.85,20.77,1.56,6.23,12.25
2025-07-29,2025-07,51150,BOREAL SERVICOS LTDA ME,Escola,Regiao Metropolitana,Tarcisio Bueno,Luva Plastica Descartavel - Fardo 6,Descartaveis,VENDA,10,3.4,209.66,152.5,60.38,4.69,18.12,-7.91
2025-07-29,2025-07,51152,Pampa Participacoes ME,Padaria,Interior Norte,Tarcisio Bueno,Guardanapo 24x24 - Fardo 12,Papel,VENDA,5,0.73,342.5,248.4,34.37,9.59,34.37,50.14
2025-08-01,2025-08,51169,Oriente Negocios ME,Restaurante,Interior Sul,Rogerio Antunes,SACO LIXO 60L,Descartaveis,VENDA,1,12.45,8.86,6.5,3.41,0.19,1.02,-1.24
2025-08-04,2025-08,51178,UNIAO ALIMENTOS LTDA ME,Restaurante,Litoral,Simone Klein,Mascara Descartavel - Fardo 12,EPI,DEVOLUCAO,-1,2.18,-16.06,-11.7,3.43,-0.65,1.03,-7.14
2025-08-04,2025-08,51181,BOREAL SERVICOS LTDA ME,Escola,Regiao Metropolitana,Tarcisio Bueno,papel higienico rolao 300m - fardo 6,Papel,VENDA,5,2.56,415.2,306.8,40.03,11.63,40.03,56.74
2025-08-05,2025-08,51184,Pampa Participacoes ME,Padaria,Interior Norte,Tarcisio Bueno,sabao liquido 5l - pacote 100,Quimicos,VENDA,20,0.89,687.8,458.0,39.13,19.26,39.13,171.41
2025-08-07,2025-08,51195,Xavante Servicos EIRELI,Padaria,Litoral,Rogerio Antunes,Sabao Liquido 5L - Fardo 12,Quimicos,VENDA,1,6.35,14.77,10.41,0.84,0.44,0.84,3.08
2025-08-11,2025-08,51205,Imperial Servicos S/A,Clinica,Regiao Metropolitana,Rogerio Antunes,Detergente Neutro 5L - Pacote 100,Quimicos,VENDA,1,6.49,24.05,14.76,4.49,0.63,1.35,4.17
2025-08-14,2025-08,51216,Boreal Negocios ME,Padaria,Interior Norte,Rogerio Antunes,Bobina Papel Toalha 200m,Papel,VENDA,3,2.42,157.17,105.63,20.01,4.29,6.0,27.24
2025-08-15,2025-08,51223,Querencia Negocios LTDA,Industria,Interior Norte,Simone Klein,Desinfetante Lavanda 5L,Quimicos,VENDA,3,6.58,113.22,60.63,39.13,3.0,11.74,10.46
2025-08-15,2025-08,51224,Horizonte Distribuidora S/A,Condominio,Regiao Metropolitana,Rogerio Antunes,Rodo 40cm - Pacote 100,Acessorios,VENDA,1,2.09,46.21,27.85,1.49,1.39,1.49,15.48
2025-08-18,2025-08,51234,Pampa Alimentos ME,Padaria,Regiao Metropolitana,Rogerio Antunes,Borrifador 500ml - Fardo 12,Acessorios,VENDA,2,4.89,51.82,24.42,17.79,1.18,5.33,8.43
2025-08-18,2025-08,51236,Vitoria Comercio LTDA,Industria,Interior Sul,Simone Klein,Embalagem Delivery 750ml - Pacote 100,Descartaveis,VENDA,2,4.05,36.39,21.98,17.75,0.84,5.32,-4.18
2025-08-19,2025-08,51240,Oriente Negocios LTDA ME,Industria,Litoral,Rogerio Antunes,Papel Higienico Folha Dupla 30m - Fardo 12,Papel,VENDA,2,5.06,79.47,36.96,43.9,1.46,13.17,-2.85
2025-08-19,2025-08,51246,Serrano Servicos LTDA ME,Mercado,Interior Norte,Simone Klein,Bobina Papel Toalha 200m,Papel,VENDA,3,0.81,145.5,105.63,14.5,5.09,14.5,20.28
2025-08-19,2025-08,51246,Serrano Servicos LTDA ME,Mercado,Interior Norte,Simone Klein,Bota PVC,EPI,VENDA,5,0.48,109.3,68.1,10.89,3.83,10.89,26.48
2025-08-20,2025-08,51249,Estrela Negocios EIRELI,Padaria,Interior Norte,Rogerio Antunes,Cera Liquida Incolor 5L - Fardo 6,Quimicos,VENDA,50,4.18,1595.5,1099.0,47.12,47.86,47.12,401.52
2025-08-21,2025-08,51256,Boreal Comercio EIRELI,Mercado,Interior Sul,Simone Klein,Sabao Liquido 5L - Fardo 12,Quimicos,VENDA,3,0.14,55.08,31.23,11.18,1.65,3.35,11.02
2025-08-21,2025-08,51256,Boreal Comercio EIRELI,Mercado,Interior Sul,Simone Klein,Cera Liquida Incolor 5L - Fardo 6,Quimicos,VENDA,1,2.19,40.98,23.73,8.32,1.23,2.5,7.7
2025-08-21,2025-08,51257,Rio Claro Servicos S/A,Industria,Interior Norte,Rogerio Antunes,Embalagem Delivery 750ml - Fardo 6,Descartaveis,VENDA,10,0.26,361.0,318.5,51.71,10.83,51.71,-20.04
2025-08-21,2025-08,51258,Trevo Comercio ME,Clinica,Regiao Metropolitana,Tarcisio Bueno,Papel Toalha Rolo 100f - Pacote 100,Papel,VENDA,1,4.33,83.21,54.89,14.67,2.04,4.4,11.61
2025-08-23,2025-08,51269,Aurora Distribuidora LTDA,Escola,Regiao Metropolitana,Rogerio Antunes,COPO DESCARTAVEL 200ML - FARDO 6,Descartaveis,VENDA,2,7.82,66.37,47.24,24.13,1.48,7.24,-6.48
2025-08-23,2025-08,51269,Aurora Distribuidora LTDA,Escola,Regiao Metropolitana,Rogerio Antunes,Talher Descartavel Misto - Fardo 6,Descartaveis,VENDA,3,13.09,144.22,108.87,52.43,3.23,15.73,-20.31
2025-08-23,2025-08,51270,Estrela Negocios EIRELI,Padaria,Interior Norte,Rogerio Antunes,Limpador Multiuso 5L - Fardo 6,Quimicos,VENDA,2,3.26,111.1,67.82,16.69,2.98,5.01,23.61
2025-08-25,2025-08,51275,Querencia Participacoes EIRELI,Mercado,Regiao Metropolitana,Tarcisio Bueno,SACO LIXO 60L - PACOTE 100,Descartaveis,VENDA,1,1.68,49.59,13.33,49.56,0.42,14.87,-13.72
2025-08-25,2025-08,51277,Serrano Servicos LTDA ME,Mercado,Interior Norte,Simone Klein,Bobina Papel Toalha 200m - Caixa 24,Papel,VENDA,5,1.95,368.73,246.9,46.47,11.77,13.94,63.59
2025-08-25,2025-08,51278,Imperial Distribuidora LTDA,Industria,Litoral,Tarcisio Bueno,Desinfetante Lavanda 5L - Fardo 6,Quimicos,VENDA,2,0.31,93.02,61.58,6.51,2.6,6.51,22.33
2025-08-27,2025-08,51287,Horizonte Distribuidora S/A,Condominio,Regiao Metropolitana,Rogerio Antunes,Embalagem Delivery 750ml - Fardo 6,Descartaveis,VENDA,3,6.72,101.28,95.55,2.06,3.04,2.06,0.63
2025-08-29,2025-08,51301,Xavante Servicos EIRELI,Padaria,Litoral,Rogerio Antunes,Luva Plastica Descartavel - Fardo 6,Descartaveis,VENDA,1,6.02,16.29,15.25,2.1,0.49,2.1,-1.55
2025-09-01,2025-09,51308,BOREAL SERVICOS LTDA ME,Escola,Regiao Metropolitana,Tarcisio Bueno,SACO LIXO 60L,Descartaveis,VENDA,2,12.6,16.17,13.0,4.65,0.36,1.4,-1.84
2025-09-01,2025-09,51316,Querencia Distribuidora LTDA ME,Padaria,Interior Norte,Rogerio Antunes,Luva Plastica Descartavel - Fardo 6,Descartaveis,VENDA,10,3.98,177.88,152.5,16.41,4.99,4.93,3.98
2025-09-02,2025-09,51318,Nortao Alimentos S/A,Escola,Interior Norte,Simone Klein,Copo Descartavel 50ml,Descartaveis,VENDA,3,4.16,106.35,97.65,17.42,3.72,17.42,-12.44
2025-09-02,2025-09,51319,Pampa Alimentos ME,Padaria,Regiao Metropolitana,Rogerio Antunes,Papel Toalha Rolo 100f - Pacote 100,Papel,VENDA,2,7.33,162.79,109.78,30.7,4.24,9.21,18.07
2025-09-03,2025-09,51334,Imperial Servicos S/A,Clinica,Regiao Metropolitana,Rogerio Antunes,Saco Lixo 100L - Fardo 6,Descartaveis,VENDA,2,0.0,56.12,49.38,2.66,1.68,2.66,2.4
2025-09-03,2025-09,51334,Imperial Servicos S/A,Clinica,Regiao Metropolitana,Rogerio Antunes,Cera Liquida Incolor 5L - Fardo 6,Quimicos,VENDA,20,5.43,629.8,439.6,29.84,18.89,29.84,141.47
2025-09-04,2025-09,51338,Central Negocios LTDA ME,Clinica,Interior Sul,Simone Klein,Alvejante 5L - Caixa 24,Quimicos,VENDA,5,2.47,279.3,189.0,47.05,9.78,47.05,33.47
2025-09-04,2025-09,51342,BOREAL SERVICOS LTDA ME,Escola,Regiao Metropolitana,Tarcisio Bueno,Guardanapo 24x24 - Caixa 24,Papel,VENDA,3,1.19,232.76,146.7,44.9,5.64,13.47,35.52
2025-09-04,2025-09,51344,UNIAO ALIMENTOS LTDA ME,Restaurante,Litoral,Simone Klein,Marmitex Aluminio 800ml - Caixa 24,Descartaveis,VENDA,3,1.46,123.32,103.05,11.35,4.04,3.41,4.88
2025-09-04,2025-09,51345,Querencia Participacoes EIRELI,Mercado,Regiao Metropolitana,Tarcisio Bueno,Pano Multiuso - Fardo 6,Acessorios,VENDA,1,5.77,8.61,4.2,2.72,0.19,0.82,1.5
2025-09-05,2025-09,51346,Vitoria Empreendimentos EIRELI,Restaurante,Litoral,Tarcisio Bueno,Borrifador 500ml,Acessorios,VENDA,5,0.17,196.6,102.85,32.29,4.87,9.69,56.59
2025-09-08,2025-09,51356,Aurora Industria LTDA,Clinica,Regiao Metropolitana,Tarcisio Bueno,Papel Higienico Folha Dupla 30m - Fardo 12,Papel,VENDA,3,2.41,75.15,55.44,5.96,2.1,5.96,11.65
2025-09-09,2025-09,51366,Guarani Servicos S/A,Restaurante,Regiao Metropolitana,Simone Klein,removedor 1l,Quimicos,VENDA,10,0.26,584.6,386.8,15.03,20.46,15.03,162.31
2025-09-10,2025-09,51371,Rio Claro Servicos S/A,Industria,Interior Norte,Rogerio Antunes,DETERGENTE NEUTRO 5L - PACOTE 100,Quimicos,VENDA,1,3.35,22.27,10.96,8.89,0.48,2.67,1.94
2025-09-12,2025-09,51381,Aurora Distribuidora LTDA ME,Clinica,Litoral,Simone Klein,Rodo 40cm - Pacote 100,Acessorios,VENDA,3,3.09,69.21,37.38,11.14,2.15,3.34,18.54
2025-09-12,2025-09,51383,Querencia Participacoes EIRELI,Mercado,Regiao Metropolitana,Tarcisio Bueno,LUVA PLASTICA DESCARTAVEL,Descartaveis,VENDA,50,19.45,1474.5,1611.0,55.75,41.29,55.75,-233.54
2025-09-19,2025-09,51421,Alvorada Servicos LTDA,Hotel,Interior Norte,Rogerio Antunes,Pano Multiuso - Caixa 24,Acessorios,VENDA,2,0.34,52.96,25.94,13.06,1.31,3.92,12.65
2025-09-20,2025-09,51423,Serrano Servicos LTDA ME,Mercado,Interior Norte,Simone Klein,Copo Descartavel 200ml - Pacote 100,Descartaveis,VENDA,2,2.58,89.82,57.8,36.91,2.24,11.07,-7.13
2025-09-22,2025-09,51425,Horizonte Distribuidora S/A,Condominio,Regiao Metropolitana,Rogerio Antunes,MOP UMIDO - CAIXA 24,Acessorios,VENDA,2,1.11,107.4,56.36,18.48,2.83,5.54,29.73
2025-09-22,2025-09,51427,Querencia Participacoes EIRELI,Mercado,Regiao Metropolitana,Tarcisio Bueno,pano multiuso - caixa 24,Acessorios,VENDA,5,3.06,126.7,77.1,10.84,3.55,10.84,35.21
2025-09-22,2025-09,51427,Querencia Participacoes EIRELI,Mercado,Regiao Metropolitana,Tarcisio Bueno,Guardanapo 24x24,Papel,VENDA,10,2.0,597.1,438.7,51.09,16.72,51.09,90.59
2025-09-23,2025-09,51428,Vitoria Comercio LTDA,Industria,Interior Sul,Simone Klein,Marmitex Aluminio 800ml - Caixa 24,Descartaveis,VENDA,1,4.27,17.68,10.48,8.97,0.4,2.69,-2.17
2025-09-23,2025-09,51429,Trevo Comercio ME,Clinica,Regiao Metropolitana,Tarcisio Bueno,Copo Descartavel 200ml,Descartaveis,VENDA,1,9.36,37.2,29.86,9.22,0.86,2.77,-2.74
2025-09-23,2025-09,51430,Serrano Servicos LTDA ME,Mercado,Interior Norte,Simone Klein,Talher Descartavel Misto - Pacote 100,Descartaveis,VENDA,50,17.21,1237.5,1315.5,63.04,43.31,63.04,-184.35
2025-09-24,2025-09,51435,Aurora Distribuidora LTDA,Escola,Regiao Metropolitana,Rogerio Antunes,Talher Descartavel Misto - Caixa 24,Descartaveis,VENDA,2,1.86,84.14,62.66,20.36,2.1,6.1,-0.98
2025-09-24,2025-09,51435,Aurora Distribuidora LTDA,Escola,Regiao Metropolitana,Rogerio Antunes,Rodo 40cm - Pacote 100,Acessorios,VENDA,2,3.22,49.22,24.92,11.91,1.23,3.57,11.16
2025-09-25,2025-09,51437,Vitoria Distribuidora LTDA ME,Hotel,Interior Sul,Tarcisio Bueno,Esponja Dupla Face - Fardo 6,Acessorios,VENDA,5,0.64,177.01,98.55,15.73,4.65,4.72,58.08
2025-09-25,2025-09,51440,Querencia Alimentos LTDA,Mercado,Interior Norte,Simone Klein,LUVA PLASTICA DESCARTAVEL,Descartaveis,VENDA,2,4.45,69.96,64.44,7.39,2.45,7.39,-4.32
